OrderDate,ProductName,UnitPrice,Quantity,UnitPriceDiscounted,TotalPrice,ShipName,ShipCountry,IsEurophian
1998-03-20 00.00.00.000,Gudbrandsdalsost,"36,00",10,36,360,Spécialités du monde,France,1
1998-03-20 00.00.00.000,Manjimup Dried Apples,"53,00",16,53,848,Old World Delicatessen,USA,0
1998-03-20 00.00.00.000,Gravad lax,"26,00",8,26,208,Chop-suey Chinese,Switzerland,1
1998-03-20 00.00.00.000,Gnocchi di nonna Alice,"38,00",12,"32,3","387,59998",Chop-suey Chinese,Switzerland,1
1998-03-20 00.00.00.000,Tarte au sucre,"49,30",12,"41,905","502,86",Chop-suey Chinese,Switzerland,1
1998-03-23 00.00.00.000,Teatime Chocolate Biscuits,"9,20",12,"9,2","110,399994",Toms Spezialitäten,Germany,1
1998-03-23 00.00.00.000,Maxilaku,"20,00",40,20,800,Toms Spezialitäten,Germany,1
1998-03-23 00.00.00.000,Queso Manchego La Pastora,"38,00",30,38,1140,Ernst Handel,Austria,1
1998-03-23 00.00.00.000,Guaraná Fantástica,"4,50",30,"4,5",135,Ernst Handel,Austria,1
1998-03-23 00.00.00.000,Wimmers gute Semmelknödel,"33,25",4,"33,25",133,Ernst Handel,Austria,1
1998-03-23 00.00.00.000,Spegesild,"12,00",9,12,108,Comércio Mineiro,Brazil,0
1998-03-24 00.00.00.000,Filo Mix,"7,00",40,"5,6",224,Bólido Comidas preparadas,Spain,1
1998-03-24 00.00.00.000,Thüringer Rostbratwurst,"123,79",14,"123,79","1733,06",France restauration,France,1
1998-03-24 00.00.00.000,Alice Mutton,"39,00",6,39,234,La corne d'abondance,France,1
1998-03-24 00.00.00.000,Geitost,"2,50",7,"2,5","17,5",La corne d'abondance,France,1
1998-03-24 00.00.00.000,Gumbär Gummibärchen,"31,23",5,"31,23","156,15",La corne d'abondance,France,1
1998-03-24 00.00.00.000,Jack's New England Clam Chowder,"9,65",6,"9,65","57,899998",La corne d'abondance,France,1
1998-03-24 00.00.00.000,Rhönbräu Klosterbier,"7,75",10,"7,75","77,5",La corne d'abondance,France,1
1998-03-25 00.00.00.000,Vegie-spread,"43,90",10,"43,9",439,Split Rail Beer & Ale,USA,0
1998-03-25 00.00.00.000,Northwoods Cranberry Sauce,"40,00",16,40,640,Bottom-Dollar Markets,Canada,0
1998-03-25 00.00.00.000,Rhönbräu Klosterbier,"7,75",10,"7,75","77,5",Bottom-Dollar Markets,Canada,0
1998-03-25 00.00.00.000,Rössle Sauerkraut,"45,60",20,"45,6",912,HILARION-Abastos,Venezuela,1
1998-03-26 00.00.00.000,Chartreuse verte,"18,00",30,18,540,Folk och fä HB,Sweden,1
1998-03-26 00.00.00.000,Zaanse koeken,"9,50",30,"9,5",285,Folk och fä HB,Sweden,1
1998-03-26 00.00.00.000,Manjimup Dried Apples,"53,00",10,53,530,Folk och fä HB,Sweden,1
1998-03-26 00.00.00.000,Vegie-spread,"43,90",20,"43,9",878,Folk och fä HB,Sweden,1
1998-03-26 00.00.00.000,Northwoods Cranberry Sauce,"40,00",20,34,680,Maison Dewey,Belgium,1
1998-03-26 00.00.00.000,Sir Rodney's Scones,"10,00",40,"8,5",340,Maison Dewey,Belgium,1
1998-03-26 00.00.00.000,Boston Crab Meat,"18,40",10,"18,4",184,Maison Dewey,Belgium,1
1998-03-26 00.00.00.000,Gula Malacca,"19,45",6,"16,532501","99,19501",Maison Dewey,Belgium,1
1998-03-26 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",18,30,540,Ernst Handel,Austria,1
1998-03-26 00.00.00.000,Queso Manchego La Pastora,"38,00",20,38,760,Ernst Handel,Austria,1
1998-03-26 00.00.00.000,Guaraná Fantástica,"4,50",80,"4,5",360,Ernst Handel,Austria,1
1998-03-26 00.00.00.000,Schoggi Schokolade,"43,90",30,"43,9",1317,Ernst Handel,Austria,1
1998-03-26 00.00.00.000,Gorgonzola Telino,"12,50",24,"12,5",300,Ernst Handel,Austria,1
1998-03-26 00.00.00.000,Vegie-spread,"43,90",35,"43,9","1536,5",Ernst Handel,Austria,1
1998-03-27 00.00.00.000,Rhönbräu Klosterbier,"7,75",40,"6,2000003","248,00002",Folk och fä HB,Sweden,1
1998-03-27 00.00.00.000,Côte de Blaye,"263,50",60,"263,5",15810,Hanari Carnes,Brazil,0
1998-03-27 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",20,30,600,Bottom-Dollar Markets,Canada,0
1998-03-27 00.00.00.000,Ipoh Coffee,"46,00",9,46,414,Bottom-Dollar Markets,Canada,0
1998-03-27 00.00.00.000,Konbu,"6,00",84,"5,1000004","428,40002",Save-a-lot Markets,USA,0
1998-03-27 00.00.00.000,Ravioli Angelo,"19,50",15,"19,5","292,5",Save-a-lot Markets,USA,0
1998-03-30 00.00.00.000,Pavlova,"17,45",55,"17,45","959,75006",Save-a-lot Markets,USA,0
1998-03-30 00.00.00.000,Guaraná Fantástica,"4,50",20,"4,5",90,Save-a-lot Markets,USA,0
1998-03-30 00.00.00.000,Inlagd Sill,"19,00",40,19,760,Save-a-lot Markets,USA,0
1998-03-30 00.00.00.000,Pavlova,"17,45",36,"15,705","565,38",Hungry Owl All-Night Grocers,Ireland,1
1998-03-30 00.00.00.000,Carnarvon Tigers,"62,50",8,"56,25",450,Hungry Owl All-Night Grocers,Ireland,1
1998-03-30 00.00.00.000,Mascarpone Fabioli,"32,00",35,"28,8",1008,Hungry Owl All-Night Grocers,Ireland,1
1998-03-30 00.00.00.000,Queso Cabrales,"21,00",30,21,630,Océano Atlántico Ltda.,Argentina,0
1998-03-30 00.00.00.000,Sir Rodney's Marmalade,"81,00",15,81,1215,Océano Atlántico Ltda.,Argentina,0
1998-03-30 00.00.00.000,Lakkalikööri,"18,00",10,18,180,Océano Atlántico Ltda.,Argentina,0
1998-03-30 00.00.00.000,Original Frankfurter grüne Soße,"13,00",15,13,195,Océano Atlántico Ltda.,Argentina,0
1998-03-31 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",60,30,1800,Eastern Connection,UK,1
1998-03-31 00.00.00.000,Ipoh Coffee,"46,00",6,46,276,Eastern Connection,UK,1
1998-03-31 00.00.00.000,Mozzarella di Giovanni,"34,80",20,"34,8",696,Eastern Connection,UK,1
1998-03-31 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",60,30,1800,Rattlesnake Canyon Grocery,USA,0
1998-03-31 00.00.00.000,Tarte au sucre,"49,30",40,"44,37","1774,7999",Rattlesnake Canyon Grocery,USA,0
1998-03-31 00.00.00.000,Grandma's Boysenberry Spread,"25,00",40,25,1000,Que Delícia,Brazil,0
1998-03-31 00.00.00.000,Queso Cabrales,"21,00",15,21,315,Que Delícia,Brazil,0
1998-03-31 00.00.00.000,Jack's New England Clam Chowder,"9,65",4,"9,65","38,6",Que Delícia,Brazil,0
1998-04-01 00.00.00.000,Sir Rodney's Scones,"10,00",65,10,650,Ernst Handel,Austria,1
1998-04-01 00.00.00.000,Sasquatch Ale,"14,00",60,"11,900001","714,00006",Ernst Handel,Austria,1
1998-04-01 00.00.00.000,Pâté chinois,"24,00",65,"20,400002","1326,0001",Ernst Handel,Austria,1
1998-04-01 00.00.00.000,Sirop d'érable,"28,50",66,"24,225","1598,85",Ernst Handel,Austria,1
1998-04-01 00.00.00.000,Chang,"19,00",50,"15,2",760,QUICK-Stop,Germany,1
1998-04-01 00.00.00.000,Outback Lager,"15,00",20,12,240,QUICK-Stop,Germany,1
1998-04-01 00.00.00.000,Lakkalikööri,"18,00",90,"14,400001",1296,QUICK-Stop,Germany,1
1998-04-01 00.00.00.000,Mozzarella di Giovanni,"34,80",2,"34,8","69,6",The Big Cheese,USA,0
1998-04-01 00.00.00.000,Thüringer Rostbratwurst,"123,79",50,"92,8425","4642,125",Folk och fä HB,Sweden,1
1998-04-01 00.00.00.000,Jack's New England Clam Chowder,"9,65",35,"7,2374997","253,31248",Folk och fä HB,Sweden,1
1998-04-02 00.00.00.000,Raclette Courdavault,"55,00",18,"52,25","940,5",Vaffeljernet,Denmark,1
1998-04-02 00.00.00.000,Manjimup Dried Apples,"53,00",20,53,1060,Pericles Comidas clásicas,Mexico,0
1998-04-02 00.00.00.000,Camembert Pierrot,"34,00",4,34,136,Pericles Comidas clásicas,Mexico,0
1998-04-02 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",40,14,560,QUICK-Stop,Germany,1
1998-04-03 00.00.00.000,Mascarpone Fabioli,"32,00",50,32,1600,LILA-Supermercado,Venezuela,1
1998-04-03 00.00.00.000,Spegesild,"12,00",20,9,180,LILA-Supermercado,Venezuela,1
1998-04-03 00.00.00.000,Filo Mix,"7,00",20,"5,25",105,LILA-Supermercado,Venezuela,1
1998-04-03 00.00.00.000,Guaraná Fantástica,"4,50",12,"4,5",54,Wolski Zajazd,Poland,1
1998-04-03 00.00.00.000,Sirop d'érable,"28,50",7,"28,5","199,5",Wolski Zajazd,Poland,1
1998-04-03 00.00.00.000,Longlife Tofu,"10,00",20,10,200,Wolski Zajazd,Poland,1
1998-04-03 00.00.00.000,Rhönbräu Klosterbier,"7,75",30,"7,75","232,5",Wolski Zajazd,Poland,1
1998-04-03 00.00.00.000,Jack's New England Clam Chowder,"9,65",20,"9,1675","183,34999",Ottilies Käseladen,Germany,1
1998-04-03 00.00.00.000,Manjimup Dried Apples,"53,00",15,"50,35","755,25",Ottilies Käseladen,Germany,1
1998-04-03 00.00.00.000,Original Frankfurter grüne Soße,"13,00",21,"12,349999","259,34998",Ottilies Käseladen,Germany,1
1998-04-06 00.00.00.000,Chef Anton's Cajun Seasoning,"22,00",25,"16,5","412,5",Rattlesnake Canyon Grocery,USA,0
1998-04-06 00.00.00.000,Guaraná Fantástica,"4,50",30,"3,375","101,25",Rattlesnake Canyon Grocery,USA,0
1998-04-06 00.00.00.000,Original Frankfurter grüne Soße,"13,00",30,13,390,Rattlesnake Canyon Grocery,USA,0
1998-04-06 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",60,30,1800,Folk och fä HB,Sweden,1
1998-04-06 00.00.00.000,Gustaf's Knäckebröd,"21,00",25,21,525,Folk och fä HB,Sweden,1
1998-04-06 00.00.00.000,Spegesild,"12,00",25,12,300,Folk och fä HB,Sweden,1
1998-04-06 00.00.00.000,Pâté chinois,"24,00",6,24,144,Folk och fä HB,Sweden,1
1998-04-06 00.00.00.000,Konbu,"6,00",56,6,336,Save-a-lot Markets,USA,0
1998-04-06 00.00.00.000,Steeleye Stout,"18,00",15,"15,3","229,5",Save-a-lot Markets,USA,0
1998-04-06 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",24,"11,900001","285,6",Save-a-lot Markets,USA,0
1998-04-06 00.00.00.000,Pâté chinois,"24,00",40,24,960,Save-a-lot Markets,USA,0
1998-04-06 00.00.00.000,Chai,"18,00",4,18,72,The Cracker Box,USA,0
1998-04-06 00.00.00.000,Boston Crab Meat,"18,40",10,"18,4",184,The Cracker Box,USA,0
1998-04-06 00.00.00.000,Filo Mix,"7,00",10,7,70,The Cracker Box,USA,0
1998-04-07 00.00.00.000,Gumbär Gummibärchen,"31,23",6,"31,23","187,38",Maison Dewey,Belgium,1
1998-04-07 00.00.00.000,Lakkalikööri,"18,00",6,18,108,Maison Dewey,Belgium,1
1998-04-07 00.00.00.000,Chai,"18,00",2,18,36,Wilman Kala,Finland,1
1998-04-07 00.00.00.000,Raclette Courdavault,"55,00",10,55,550,Wilman Kala,Finland,1
1998-04-07 00.00.00.000,Chai,"18,00",8,18,144,Great Lakes Food Market,USA,0
1998-04-07 00.00.00.000,Thüringer Rostbratwurst,"123,79",2,"92,8425","185,685",Great Lakes Food Market,USA,0
1998-04-08 00.00.00.000,Northwoods Cranberry Sauce,"40,00",30,40,1200,Princesa Isabel Vinhos,Portugal,1
1998-04-08 00.00.00.000,Thüringer Rostbratwurst,"123,79",10,"123,79","1237,9",Princesa Isabel Vinhos,Portugal,1
1998-04-08 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",14,14,196,Princesa Isabel Vinhos,Portugal,1
1998-04-08 00.00.00.000,Rössle Sauerkraut,"45,60",70,"43,32","3032,4",Ernst Handel,Austria,1
1998-04-08 00.00.00.000,Sasquatch Ale,"14,00",90,"13,3",1197,Ernst Handel,Austria,1
1998-04-08 00.00.00.000,Flotemysost,"21,50",21,"21,5","451,5",Ernst Handel,Austria,1
1998-04-08 00.00.00.000,Guaraná Fantástica,"4,50",12,"4,5",54,Godos Cocina Típica,Spain,1
1998-04-08 00.00.00.000,Inlagd Sill,"19,00",18,"14,25","256,5",Godos Cocina Típica,Spain,1
1998-04-08 00.00.00.000,Camembert Pierrot,"34,00",9,34,306,Godos Cocina Típica,Spain,1
1998-04-09 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",20,30,600,Reggiani Caseifici,Italy,1
1998-04-09 00.00.00.000,Guaraná Fantástica,"4,50",10,"4,5",45,Reggiani Caseifici,Italy,1
1998-04-09 00.00.00.000,Escargots de Bourgogne,"13,25",40,"12,5875","503,5",Alfred's Futterkiste,Germany,1
1998-04-09 00.00.00.000,Flotemysost,"21,50",20,"21,5",430,Alfred's Futterkiste,Germany,1
1998-04-09 00.00.00.000,Teatime Chocolate Biscuits,"9,20",50,"8,74",437,Frankenversand,Germany,1
1998-04-09 00.00.00.000,Camembert Pierrot,"34,00",36,"32,3","1162,7999",Frankenversand,Germany,1
1998-04-09 00.00.00.000,Flotemysost,"21,50",60,"20,425","1225,5",Frankenversand,Germany,1
1998-04-09 00.00.00.000,Tunnbröd,"9,00",10,9,90,Romero y tomillo,Spain,1
1998-04-09 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",4,14,56,Romero y tomillo,Spain,1
1998-04-09 00.00.00.000,Rogede sild,"9,50",20,"9,5",190,Romero y tomillo,Spain,1
1998-04-09 00.00.00.000,Scottish Longbreads,"12,50",2,"12,5",25,Romero y tomillo,Spain,1
1998-04-10 00.00.00.000,Jack's New England Clam Chowder,"9,65",28,"8,684999","243,18",LINO-Delicateses,Venezuela,1
1998-04-10 00.00.00.000,Nord-Ost Matjeshering,"25,89",15,"25,89","388,34998",Santé Gourmet,Norway,1
1998-04-10 00.00.00.000,Original Frankfurter grüne Soße,"13,00",18,13,234,Santé Gourmet,Norway,1
1998-04-10 00.00.00.000,Gorgonzola Telino,"12,50",15,"12,5","187,5",Around the Horn,UK,1
1998-04-10 00.00.00.000,Inlagd Sill,"19,00",16,19,304,Around the Horn,UK,1
1998-04-13 00.00.00.000,Aniseed Syrup,"10,00",25,10,250,Ernst Handel,Austria,1
1998-04-13 00.00.00.000,Raclette Courdavault,"55,00",110,55,6050,Ernst Handel,Austria,1
1998-04-13 00.00.00.000,Outback Lager,"15,00",30,15,450,Ernst Handel,Austria,1
1998-04-13 00.00.00.000,Queso Manchego La Pastora,"38,00",20,38,760,Lonesome Pine Restaurant,USA,0
1998-04-13 00.00.00.000,Carnarvon Tigers,"62,50",10,"62,5",625,Lonesome Pine Restaurant,USA,0
1998-04-13 00.00.00.000,Gnocchi di nonna Alice,"38,00",5,38,190,Lonesome Pine Restaurant,USA,0
1998-04-13 00.00.00.000,Spegesild,"12,00",3,12,36,Rancho grande,Argentina,0
1998-04-13 00.00.00.000,Maxilaku,"20,00",2,20,40,Rancho grande,Argentina,0
1998-04-14 00.00.00.000,Ikura,"31,00",24,"26,35","632,4",Ottilies Käseladen,Germany,1
1998-04-14 00.00.00.000,Chang,"19,00",11,"14,25","156,75",QUICK-Stop,Germany,1
1998-04-14 00.00.00.000,Sir Rodney's Marmalade,"81,00",15,81,1215,QUICK-Stop,Germany,1
1998-04-14 00.00.00.000,Gumbär Gummibärchen,"31,23",63,"31,23","1967,49",QUICK-Stop,Germany,1
1998-04-14 00.00.00.000,Manjimup Dried Apples,"53,00",44,"39,75",1749,QUICK-Stop,Germany,1
1998-04-14 00.00.00.000,Mozzarella di Giovanni,"34,80",35,"34,8",1218,QUICK-Stop,Germany,1
1998-04-14 00.00.00.000,Teatime Chocolate Biscuits,"9,20",35,"9,2",322,Hanari Carnes,Brazil,0
1998-04-14 00.00.00.000,Gudbrandsdalsost,"36,00",30,36,1080,Hanari Carnes,Brazil,0
1998-04-14 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",4,30,120,B's Beverages,UK,1
1998-04-14 00.00.00.000,Ipoh Coffee,"46,00",30,46,1380,B's Beverages,UK,1
1998-04-15 00.00.00.000,Gumbär Gummibärchen,"31,23",12,"31,23","374,76",Eastern Connection,UK,1
1998-04-15 00.00.00.000,Geitost,"2,50",30,"2,5",75,Eastern Connection,UK,1
1998-04-15 00.00.00.000,Louisiana Fiery Hot Pepper Sauce,"21,05",21,"21,05","442,05",Eastern Connection,UK,1
1998-04-15 00.00.00.000,Flotemysost,"21,50",50,"21,5",1075,Eastern Connection,UK,1
1998-04-15 00.00.00.000,Chai,"18,00",10,"16,199999","161,99998",Wartian Herkku,Finland,1
1998-04-15 00.00.00.000,Konbu,"6,00",20,"5,3999996","107,99999",Wartian Herkku,Finland,1
1998-04-15 00.00.00.000,Carnarvon Tigers,"62,50",8,"62,5",500,Franchi S.p.A.,Italy,1
1998-04-15 00.00.00.000,Manjimup Dried Apples,"53,00",10,53,530,Franchi S.p.A.,Italy,1
1998-04-16 00.00.00.000,Guaraná Fantástica,"4,50",30,"3,375","101,25",Bottom-Dollar Markets,Canada,0
1998-04-16 00.00.00.000,Tarte au sucre,"49,30",21,"36,975","776,475",Bottom-Dollar Markets,Canada,0
1998-04-16 00.00.00.000,Pâté chinois,"24,00",35,24,840,Königlich Essen,Germany,1
1998-04-16 00.00.00.000,Raclette Courdavault,"55,00",24,55,1320,Königlich Essen,Germany,1
1998-04-16 00.00.00.000,Gnocchi di nonna Alice,"38,00",20,38,760,Chop-suey Chinese,Switzerland,1
1998-04-16 00.00.00.000,Vegie-spread,"43,90",12,"43,9","526,80005",Chop-suey Chinese,Switzerland,1
1998-04-17 00.00.00.000,Chang,"19,00",100,"14,25",1425,Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Chef Anton's Gumbo Mix,"21,35",70,"21,35","1494,5",Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Thüringer Rostbratwurst,"123,79",60,"92,8425","5570,55",Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Raclette Courdavault,"55,00",100,"41,25",4125,Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Chai,"18,00",45,18,810,Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Konbu,"6,00",80,6,480,Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Guaraná Fantástica,"4,50",21,"4,5","94,5",Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Wimmers gute Semmelknödel,"33,25",20,"33,25",665,Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Flotemysost,"21,50",16,"21,5",344,Save-a-lot Markets,USA,0
1998-04-17 00.00.00.000,Inlagd Sill,"19,00",35,19,665,White Clover Markets,USA,0
1998-04-17 00.00.00.000,Côte de Blaye,"263,50",25,"263,5","6587,5",White Clover Markets,USA,0
1998-04-17 00.00.00.000,Raclette Courdavault,"55,00",30,55,1650,White Clover Markets,USA,0
1998-04-17 00.00.00.000,Perth Pasties,"32,80",70,"29,519999","2066,4",Richter Supermarkt,Switzerland,1
1998-04-17 00.00.00.000,Gudbrandsdalsost,"36,00",36,"32,399998","1166,3999",Richter Supermarkt,Switzerland,1
1998-04-20 00.00.00.000,Sir Rodney's Scones,"10,00",15,9,135,Old World Delicatessen,USA,0
1998-04-20 00.00.00.000,Gula Malacca,"19,45",12,"19,45","233,40001",Old World Delicatessen,USA,0
1998-04-20 00.00.00.000,Sirop d'érable,"28,50",6,"28,5",171,Old World Delicatessen,USA,0
1998-04-20 00.00.00.000,Chai,"18,00",10,18,180,Suprêmes délices,Belgium,1
1998-04-20 00.00.00.000,Steeleye Stout,"18,00",60,18,1080,Suprêmes délices,Belgium,1
1998-04-20 00.00.00.000,Singaporean Hokkien Fried Mee,"14,00",30,14,420,Suprêmes délices,Belgium,1
1998-04-20 00.00.00.000,Tourtière,"7,45",10,"7,45","74,5",Suprêmes délices,Belgium,1
1998-04-20 00.00.00.000,Konbu,"6,00",7,6,42,Drachenblut Delikatessen,Germany,1
1998-04-20 00.00.00.000,Raclette Courdavault,"55,00",30,55,1650,Drachenblut Delikatessen,Germany,1
1998-04-21 00.00.00.000,Outback Lager,"15,00",4,15,60,Godos Cocina Típica,Spain,1
1998-04-21 00.00.00.000,Boston Crab Meat,"18,40",5,"14,72","73,6",Suprêmes délices,Belgium,1
1998-04-21 00.00.00.000,Filo Mix,"7,00",2,7,14,Suprêmes délices,Belgium,1
1998-04-21 00.00.00.000,Flotemysost,"21,50",30,"21,5",645,Suprêmes délices,Belgium,1
1998-04-21 00.00.00.000,Rössle Sauerkraut,"45,60",20,"45,6",912,LINO-Delicateses,Venezuela,1
1998-04-21 00.00.00.000,Steeleye Stout,"18,00",24,18,432,LINO-Delicateses,Venezuela,1
1998-04-21 00.00.00.000,Maxilaku,"20,00",60,20,1200,LINO-Delicateses,Venezuela,1
1998-04-21 00.00.00.000,Ravioli Angelo,"19,50",28,"19,5",546,LINO-Delicateses,Venezuela,1
1998-04-22 00.00.00.000,Sir Rodney's Scones,"10,00",20,10,200,Great Lakes Food Market,USA,0
1998-04-22 00.00.00.000,Chang,"19,00",30,"15,2",456,Chop-suey Chinese,Switzerland,1
1998-04-22 00.00.00.000,Vegie-spread,"43,90",30,"43,9",1317,Chop-suey Chinese,Switzerland,1
1998-04-22 00.00.00.000,Gula Malacca,"19,45",15,"19,45","291,75",Comércio Mineiro,Brazil,0
1998-04-22 00.00.00.000,Sirop d'érable,"28,50",4,"28,5",114,Comércio Mineiro,Brazil,0
1998-04-22 00.00.00.000,Queso Cabrales,"21,00",10,21,210,Spécialités du monde,France,1
1998-04-23 00.00.00.000,Tarte au sucre,"49,30",12,"49,3","591,6",Wolski Zajazd,Poland,1
1998-04-23 00.00.00.000,Geitost,"2,50",15,"2,5","37,5",Bottom-Dollar Markets,Canada,0
1998-04-23 00.00.00.000,Manjimup Dried Apples,"53,00",24,53,1272,Bottom-Dollar Markets,Canada,0
1998-04-23 00.00.00.000,Queso Manchego La Pastora,"38,00",20,"36,1",722,Die Wandernde Kuh,Germany,1
1998-04-23 00.00.00.000,Mascarpone Fabioli,"32,00",15,"30,4",456,Die Wandernde Kuh,Germany,1
1998-04-23 00.00.00.000,Steeleye Stout,"18,00",18,"17,1","307,80002",Die Wandernde Kuh,Germany,1
1998-04-24 00.00.00.000,Chai,"18,00",25,"13,5","337,5",Eastern Connection,UK,1
1998-04-24 00.00.00.000,Chef Anton's Gumbo Mix,"21,35",30,"16,0125","480,37503",Eastern Connection,UK,1
1998-04-24 00.00.00.000,Scottish Longbreads,"12,50",42,"12,5",525,Bottom-Dollar Markets,Canada,0
1998-04-24 00.00.00.000,Chang,"19,00",10,"15,2",152,Gourmet Lanchonetes,Brazil,0
1998-04-24 00.00.00.000,Queso Manchego La Pastora,"38,00",4,"30,4","121,6",Gourmet Lanchonetes,Brazil,0
1998-04-27 00.00.00.000,Lakkalikööri,"18,00",50,"16,199999","809,99994",Folk och fä HB,Sweden,1
1998-04-27 00.00.00.000,Guaraná Fantástica,"4,50",10,"3,6000001",36,La maison d'Asie,France,1
1998-04-27 00.00.00.000,Ipoh Coffee,"46,00",30,"36,8",1104,Hanari Carnes,Brazil,0
1998-04-27 00.00.00.000,Sirop d'érable,"28,50",10,"22,800001","228,00002",Hanari Carnes,Brazil,0
1998-04-27 00.00.00.000,Carnarvon Tigers,"62,50",35,50,1750,Piccolo und mehr,Austria,1
1998-04-27 00.00.00.000,Mascarpone Fabioli,"32,00",20,32,640,Piccolo und mehr,Austria,1
1998-04-27 00.00.00.000,Wimmers gute Semmelknödel,"33,25",25,"26,6",665,Piccolo und mehr,Austria,1
1998-04-28 00.00.00.000,Geitost,"2,50",10,"2,5",25,Cactus Comidas para llevar,Argentina,0
1998-04-28 00.00.00.000,Laughing Lumberjack Lager,"14,00",20,14,280,Cactus Comidas para llevar,Argentina,0
1998-04-28 00.00.00.000,Guaraná Fantástica,"4,50",15,"4,5","67,5",HILARION-Abastos,Venezuela,1
1998-04-28 00.00.00.000,NuNuCa Nuß-Nougat-Creme,"14,00",15,14,210,HILARION-Abastos,Venezuela,1
1998-04-28 00.00.00.000,Manjimup Dried Apples,"53,00",20,53,1060,HILARION-Abastos,Venezuela,1
1998-04-28 00.00.00.000,Ravioli Angelo,"19,50",20,"19,5",390,HILARION-Abastos,Venezuela,1
1998-04-28 00.00.00.000,Uncle Bob's Organic Dried Pears,"30,00",40,30,1200,Eastern Connection,UK,1
1998-04-28 00.00.00.000,Pâté chinois,"24,00",35,24,840,Eastern Connection,UK,1
1998-04-28 00.00.00.000,Camembert Pierrot,"34,00",50,34,1700,Eastern Connection,UK,1
1998-04-29 00.00.00.000,Outback Lager,"15,00",3,15,45,North/South,UK,1
1998-04-29 00.00.00.000,Sir Rodney's Scones,"10,00",3,10,30,Blauer See Delikatessen,Germany,1
1998-04-29 00.00.00.000,Camembert Pierrot,"34,00",21,34,714,Blauer See Delikatessen,Germany,1
1998-04-29 00.00.00.000,Sirop d'érable,"28,50",4,"28,5",114,Blauer See Delikatessen,Germany,1
1998-04-29 00.00.00.000,Konbu,"6,00",30,6,180,Ricardo Adocicados,Brazil,0
1998-04-29 00.00.00.000,Alice Mutton,"39,00",12,39,468,Ricardo Adocicados,Brazil,0
1998-04-29 00.00.00.000,Camembert Pierrot,"34,00",35,34,1190,Ricardo Adocicados,Brazil,0
1998-04-30 00.00.00.000,Camembert Pierrot,"34,00",4,34,136,Franchi S.p.A.,Italy,1
1998-04-30 00.00.00.000,Original Frankfurter grüne Soße,"13,00",10,13,130,Franchi S.p.A.,Italy,1
1998-04-30 00.00.00.000,Camembert Pierrot,"34,00",15,34,510,Great Lakes Food Market,USA,0
1998-04-30 00.00.00.000,Perth Pasties,"32,80",10,"26,24","262,4",Reggiani Caseifici,Italy,1
1998-04-30 00.00.00.000,Outback Lager,"15,00",12,12,144,Reggiani Caseifici,Italy,1
1998-04-30 00.00.00.000,Sasquatch Ale,"14,00",30,14,420,Hungry Owl All-Night Grocers,Ireland,1
1998-04-30 00.00.00.000,Boston Crab Meat,"18,40",40,"16,56","662,39996",Hungry Owl All-Night Grocers,Ireland,1
1998-04-30 00.00.00.000,Jack's New England Clam Chowder,"9,65",30,"8,684999","260,55",Hungry Owl All-Night Grocers,Ireland,1
